"","Freq","Genes"
"CCT6A",3,"CCT6A"
"CD177",3,"CD177"
"CD180",3,"CD180"
"CD200R1",3,"CD200R1"
"CD209",3,"CD209"
"CD300E",3,"CD300E"
"CD33",3,"CD33"
"CD3EAP",3,"CD3EAP"
"CD40",3,"CD40"
"CD40LG",3,"CD40LG"
"CD84",3,"CD84"
"CD99L2",3,"CD99L2"
"CDC16",3,"CDC16"
"CDC23",3,"CDC23"
"CDC25C",3,"CDC25C"
"CDC5L",3,"CDC5L"
"CDC7",3,"CDC7"
"CDCA7",3,"CDCA7"
"CDH16",3,"CDH16"
"CDH26",3,"CDH26"
"CDH5",3,"CDH5"
"CDK16",3,"CDK16"
"CDK17",3,"CDK17"
"CDK18",3,"CDK18"
"CDK5",3,"CDK5"
"CDK8",3,"CDK8"
"CDKAL1",3,"CDKAL1"
"CDON",3,"CDON"
"CDS2",3,"CDS2"
"CDX2",3,"CDX2"
"CDYL2",3,"CDYL2"
"CEACAM21",3,"CEACAM21"
"CEBPE",3,"CEBPE"
"CEBPZ",3,"CEBPZ"
"CECR6",3,"CECR6"
"CELA3B",3,"CELA3B"
"CELF3",3,"CELF3"
"CENPA",3,"CENPA"
"CENPU",3,"CENPU"
"CEP112",3,"CEP112"
"CEP55",3,"CEP55"
"CEP72",3,"CEP72"
"CEP89",3,"CEP89"
"CERCAM",3,"CERCAM"
"CFAP221",3,"CFAP221"
"CFC1",3,"CFC1"
"CFI",3,"CFI"
"CFP",3,"CFP"
"CGN",3,"CGN"
"CHAF1B",3,"CHAF1B"
"CHCHD3",3,"CHCHD3"
"CHD1",3,"CHD1"
"CHEK1",3,"CHEK1"
"CHID1",3,"CHID1"
"CHKB",3,"CHKB"
"CHMP4C",3,"CHMP4C"
"CHODL",3,"CHODL"
"CHRM5",3,"CHRM5"
"CHRNA10",3,"CHRNA10"
"CHRNA9",3,"CHRNA9"
"CHTOP",3,"CHTOP"
"CHUK",3,"CHUK"
"CIB3",3,"CIB3"
"CIITA",3,"CIITA"
"CIZ1",3,"CIZ1"
"CLASP2",3,"CLASP2"
"CLEC18B",3,"CLEC18B"
"CLEC1B",3,"CLEC1B"
"CLEC4G",3,"CLEC4G"
"CLINT1",3,"CLINT1"
"CLOCK",3,"CLOCK"
"CLRN1",3,"CLRN1"
"CLSTN3",3,"CLSTN3"
"CLTC",3,"CLTC"
"CLU",3,"CLU"
"CLUL1",3,"CLUL1"
"CLVS1",3,"CLVS1"
"CMA1",3,"CMA1"
"CMAS",3,"CMAS"
"CMPK2",3,"CMPK2"
"CMSS1",3,"CMSS1"
"CNGB1",3,"CNGB1"
"CNNM4",3,"CNNM4"
"CNOT4",3,"CNOT4"
"COASY",3,"COASY"
"COG2",3,"COG2"
"COG7",3,"COG7"
"COG8",3,"COG8"
"COL17A1",3,"COL17A1"
"COL26A1",3,"COL26A1"
"COLEC11",3,"COLEC11"
"COPS2",3,"COPS2"
"CORO1B",3,"CORO1B"
"CPA2",3,"CPA2"
"CPN2",3,"CPN2"
"CPNE3",3,"CPNE3"
"CPNE4",3,"CPNE4"
"CPNE6",3,"CPNE6"
"CPNE7",3,"CPNE7"
"CPOX",3,"CPOX"
"CPSF2",3,"CPSF2"
"CPSF6",3,"CPSF6"
"CPVL",3,"CPVL"
"CRADD",3,"CRADD"
"CRAMP1L",3,"CRAMP1L"
"CRHBP",3,"CRHBP"
"CRHR1",3,"CRHR1"
"CRIP3",3,"CRIP3"
"CRLF2",3,"CRLF2"
"CROT",3,"CROT"
"CSAD",3,"CSAD"
"CSNK2A1",3,"CSNK2A1"
"CSRNP3",3,"CSRNP3"
"CST2",3,"CST2"
"CSTF2T",3,"CSTF2T"
"CT45A1",3,"CT45A1"
"CT45A10",3,"CT45A10"
"CTAG2",3,"CTAG2"
"CTAGE15",3,"CTAGE15"
"CTAGE9",3,"CTAGE9"
"CTC-260F20.3",3,"CTC-260F20.3"
"CTLA4",3,"CTLA4"
"CTSF",3,"CTSF"
"CTTNBP2NL",3,"CTTNBP2NL"
"CUL2",3,"CUL2"
"CUL4A",3,"CUL4A"
"CYB5R4",3,"CYB5R4"
"CYP17A1",3,"CYP17A1"
"CYP27C1",3,"CYP27C1"
"CYP2A6",3,"CYP2A6"
"CYP2C8",3,"CYP2C8"
"CYP2S1",3,"CYP2S1"
"CYP4F22",3,"CYP4F22"
"CYP8B1",3,"CYP8B1"
"CYTH1",3,"CYTH1"
"CYTIP",3,"CYTIP"
"D4S234E",3,"D4S234E"
"DAB2",3,"DAB2"
"DAP3",3,"DAP3"
"DARS2",3,"DARS2"
"DBH",3,"DBH"
"DBT",3,"DBT"
"DCAF4",3,"DCAF4"
"DCAF5",3,"DCAF5"
"DCBLD1",3,"DCBLD1"
"DCN",3,"DCN"
"DCX",3,"DCX"
"DDHD1",3,"DDHD1"
"DDI1",3,"DDI1"
"DDN",3,"DDN"
"DDO",3,"DDO"
"DDR1",3,"DDR1"
"DDX18",3,"DDX18"
"DDX27",3,"DDX27"
"DDX3X",3,"DDX3X"
"DDX52",3,"DDX52"
"DDX59",3,"DDX59"
"DEDD2",3,"DEDD2"
"DEF6",3,"DEF6"
"DEFA4",3,"DEFA4"
"DEFB110",3,"DEFB110"
"DEFB115",3,"DEFB115"
"DENND2D",3,"DENND2D"
"DENND4B",3,"DENND4B"
"DENND4C",3,"DENND4C"
"DENND5A",3,"DENND5A"
"DEPDC7",3,"DEPDC7"
"DES",3,"DES"
"DFNB31",3,"DFNB31"
"DGCR8",3,"DGCR8"
"DGUOK",3,"DGUOK"
"DHDH",3,"DHDH"
"DHRS7C",3,"DHRS7C"
"DHX15",3,"DHX15"
"DHX40",3,"DHX40"
"DIEXF",3,"DIEXF"
"DIRC1",3,"DIRC1"
"DIS3L2",3,"DIS3L2"
"DKC1",3,"DKC1"
"DLG3",3,"DLG3"
"DLGAP5",3,"DLGAP5"
"DMWD",3,"DMWD"
"DNAAF2",3,"DNAAF2"
"DNAJA2",3,"DNAJA2"
"DNAJA4",3,"DNAJA4"
"DNAJB5",3,"DNAJB5"
"DNAJC2",3,"DNAJC2"
"DNAJC22",3,"DNAJC22"
"DNAJC28",3,"DNAJC28"
"DNM1L",3,"DNM1L"
"DNTT",3,"DNTT"
"DNTTIP2",3,"DNTTIP2"
"DOCK6",3,"DOCK6"
"DOK2",3,"DOK2"
"DONSON",3,"DONSON"
"DPAGT1",3,"DPAGT1"
"DPEP1",3,"DPEP1"
"DPF1",3,"DPF1"
"DPF2",3,"DPF2"
"DPH2",3,"DPH2"
"DPH6",3,"DPH6"
"DPP8",3,"DPP8"
"DRAXIN",3,"DRAXIN"
"DTX1",3,"DTX1"
"DUPD1",3,"DUPD1"
"DUSP2",3,"DUSP2"
"DUSP26",3,"DUSP26"
"DUSP6",3,"DUSP6"
"DUSP7",3,"DUSP7"
"DYDC2",3,"DYDC2"
"DYRK3",3,"DYRK3"
"DYRK4",3,"DYRK4"
"DZANK1",3,"DZANK1"
"E2F2",3,"E2F2"
"E4F1",3,"E4F1"
"ECD",3,"ECD"
"ECE1",3,"ECE1"
"ECI1",3,"ECI1"
"ECM2",3,"ECM2"
"EEF2K",3,"EEF2K"
"EFCAB1",3,"EFCAB1"
"EFCAB13",3,"EFCAB13"
"EFEMP2",3,"EFEMP2"
"EFHC2",3,"EFHC2"
"EFNB2",3,"EFNB2"
"EFR3A",3,"EFR3A"
"EGLN3",3,"EGLN3"
"EGR2",3,"EGR2"
"EHD2",3,"EHD2"
"EHF",3,"EHF"
"EIF2D",3,"EIF2D"
"EIF3E",3,"EIF3E"
"EIF4E1B",3,"EIF4E1B"
"EIF4ENIF1",3,"EIF4ENIF1"
"ELAVL3",3,"ELAVL3"
"ELFN2",3,"ELFN2"
"ELL3",3,"ELL3"
"ELSPBP1",3,"ELSPBP1"
"EMC2",3,"EMC2"
"EMCN",3,"EMCN"
"EMD",3,"EMD"
"EN1",3,"EN1"
"ENG",3,"ENG"
"ENO1",3,"ENO1"
"ENTPD4",3,"ENTPD4"
"EPB41L1",3,"EPB41L1"
"EPB41L4B",3,"EPB41L4B"
"EPB41L5",3,"EPB41L5"
"EPHB4",3,"EPHB4"
"EPHX1",3,"EPHX1"
"EPN2",3,"EPN2"
"EPS8",3,"EPS8"
"EPS8L2",3,"EPS8L2"
"EPSTI1",3,"EPSTI1"
"EPX",3,"EPX"
"ERAL1",3,"ERAL1"
"ERAS",3,"ERAS"
"ERCC2",3,"ERCC2"
"ERCC3",3,"ERCC3"
"ERCC6L",3,"ERCC6L"
"ERGIC2",3,"ERGIC2"
"ERICH1",3,"ERICH1"
"ERLIN2",3,"ERLIN2"
"ERMAP",3,"ERMAP"
"ESCO2",3,"ESCO2"
"ESYT1",3,"ESYT1"
"EVX2",3,"EVX2"
"EWSR1",3,"EWSR1"
"EXD3",3,"EXD3"
"EXO1",3,"EXO1"
"EXOC2",3,"EXOC2"
"EXOC5",3,"EXOC5"
"EXOC6",3,"EXOC6"
"EXOC7",3,"EXOC7"
"EXOSC9",3,"EXOSC9"
"EYA3",3,"EYA3"
"EZH1",3,"EZH1"
"EZH2",3,"EZH2"
"F7",3,"F7"
"FAAH",3,"FAAH"
"FAAH2",3,"FAAH2"
"FABP9",3,"FABP9"
"FAM117A",3,"FAM117A"
"FAM120B",3,"FAM120B"
"FAM126A",3,"FAM126A"
"FAM133A",3,"FAM133A"
"FAM13A",3,"FAM13A"
"FAM155A",3,"FAM155A"
"FAM160A2",3,"FAM160A2"
"FAM166A",3,"FAM166A"
"FAM168B",3,"FAM168B"
"FAM169A",3,"FAM169A"
"FAM181A",3,"FAM181A"
"FAM183B",3,"FAM183B"
"FAM189B",3,"FAM189B"
"FAM193A",3,"FAM193A"
"FAM196A",3,"FAM196A"
"FAM199X",3,"FAM199X"
"FAM19A2",3,"FAM19A2"
"FAM21A",3,"FAM21A"
"FAM3D",3,"FAM3D"
"FAM46B",3,"FAM46B"
"FAM57B",3,"FAM57B"
"FAM63B",3,"FAM63B"
"FAM65A",3,"FAM65A"
"FAM71F1",3,"FAM71F1"
"FAM73B",3,"FAM73B"
"FAM78B",3,"FAM78B"
"FAM83G",3,"FAM83G"
"FAM83H",3,"FAM83H"
"FAM90A1",3,"FAM90A1"
"FAM9C",3,"FAM9C"
"FANCA",3,"FANCA"
"FANCD2",3,"FANCD2"
"FANCG",3,"FANCG"
"FANK1",3,"FANK1"
"FARP2",3,"FARP2"
"FARSA",3,"FARSA"
"FATE1",3,"FATE1"
"FBXO11",3,"FBXO11"
"FBXO15",3,"FBXO15"
"FBXO31",3,"FBXO31"
"FBXO42",3,"FBXO42"
"FCER1A",3,"FCER1A"
"FCGR3B",3,"FCGR3B"
"FCN2",3,"FCN2"
"FCRL6",3,"FCRL6"
"FERMT1",3,"FERMT1"
"FETUB",3,"FETUB"
"FEZ1",3,"FEZ1"
"FEZF1",3,"FEZF1"
"FFAR1",3,"FFAR1"
"FFAR3",3,"FFAR3"
"FGF12",3,"FGF12"
"FGF14",3,"FGF14"
"FGF18",3,"FGF18"
"FGF9",3,"FGF9"
"FGFBP2",3,"FGFBP2"
"FGFRL1",3,"FGFRL1"
"FGGY",3,"FGGY"
"FGL1",3,"FGL1"
"FGL2",3,"FGL2"
"FHOD1",3,"FHOD1"
"FIBIN",3,"FIBIN"
"FIBP",3,"FIBP"
"FIZ1",3,"FIZ1"
"FKBP10",3,"FKBP10"
"FKBPL",3,"FKBPL"
"FMNL1",3,"FMNL1"
"FMNL2",3,"FMNL2"
"FNDC7",3,"FNDC7"
"FNDC8",3,"FNDC8"
"FNIP2",3,"FNIP2"
"FNTA",3,"FNTA"
"FOLR3",3,"FOLR3"
"FOXB2",3,"FOXB2"
"FOXF1",3,"FOXF1"
"FOXF2",3,"FOXF2"
"FOXH1",3,"FOXH1"
"FOXJ3",3,"FOXJ3"
"FOXO3",3,"FOXO3"
"FPGT",3,"FPGT"
"FRK",3,"FRK"
"FRRS1",3,"FRRS1"
"FRS2",3,"FRS2"
"FSHB",3,"FSHB"
"FTSJ1",3,"FTSJ1"
"FUS",3,"FUS"
"FUT1",3,"FUT1"
"FUT11",3,"FUT11"
"FXR1",3,"FXR1"
"FZD1",3,"FZD1"
"FZD7",3,"FZD7"
"FZD8",3,"FZD8"
"GAB1",3,"GAB1"
"GAB2",3,"GAB2"
"GAB3",3,"GAB3"
"GABBR1",3,"GABBR1"
"GABPA",3,"GABPA"
"GAD1",3,"GAD1"
"GAL3ST2",3,"GAL3ST2"
"GALNT10",3,"GALNT10"
"GALNT18",3,"GALNT18"
"GAN",3,"GAN"
"GAP43",3,"GAP43"
"GAPDH",3,"GAPDH"
"GARNL3",3,"GARNL3"
"GAS2",3,"GAS2"
"GATA5",3,"GATA5"
"GCAT",3,"GCAT"
"GCDH",3,"GCDH"
"GCG",3,"GCG"
"GCLC",3,"GCLC"
"GCM1",3,"GCM1"
"GDAP1L1",3,"GDAP1L1"
"GDF6",3,"GDF6"
"GDNF",3,"GDNF"
"GEMIN4",3,"GEMIN4"
"GFAP",3,"GFAP"
"GFI1B",3,"GFI1B"
"GFRA3",3,"GFRA3"
"GGH",3,"GGH"
"GGT5",3,"GGT5"
"GGTLC1",3,"GGTLC1"
"GH2",3,"GH2"
"GHSR",3,"GHSR"
"GIGYF1",3,"GIGYF1"
"GIPC1",3,"GIPC1"
"GJA4",3,"GJA4"
"GJA9",3,"GJA9"
"GJB4",3,"GJB4"
"GJB5",3,"GJB5"
"GJC1",3,"GJC1"
"GJD2",3,"GJD2"
"GK2",3,"GK2"
"GLB1",3,"GLB1"
"GLCE",3,"GLCE"
"GLMN",3,"GLMN"
"GLMP",3,"GLMP"
"GLT1D1",3,"GLT1D1"
"GLT8D2",3,"GLT8D2"
"GLTSCR2",3,"GLTSCR2"
"GLYATL1",3,"GLYATL1"
"GMCL1",3,"GMCL1"
"GMEB1",3,"GMEB1"
"GMEB2",3,"GMEB2"
"GMPR",3,"GMPR"
"GNAI3",3,"GNAI3"
"GNB2L1",3,"GNB2L1"
"GNB3",3,"GNB3"
"GNG2",3,"GNG2"
"GNL2",3,"GNL2"
"GOLGA6A",3,"GOLGA6A"
"GOLIM4",3,"GOLIM4"
"GORASP2",3,"GORASP2"
"GOSR2",3,"GOSR2"
"GOT1",3,"GOT1"
"GOT2",3,"GOT2"
"GP1BA",3,"GP1BA"
"GPA33",3,"GPA33"
"GPAM",3,"GPAM"
"GPATCH2L",3,"GPATCH2L"
"GPATCH3",3,"GPATCH3"
"GPATCH4",3,"GPATCH4"
"GPC3",3,"GPC3"
"GPCPD1",3,"GPCPD1"
"GPHN",3,"GPHN"
"GPIHBP1",3,"GPIHBP1"
"GPNMB",3,"GPNMB"
"GPR119",3,"GPR119"
"GPR137B",3,"GPR137B"
"GPR137C",3,"GPR137C"
"GPR15",3,"GPR15"
"GPR162",3,"GPR162"
"GPR176",3,"GPR176"
"GPR183",3,"GPR183"
"GPR35",3,"GPR35"
"GPR4",3,"GPR4"
"GPR55",3,"GPR55"
"GPR6",3,"GPR6"
"GPR61",3,"GPR61"
"GPR75-ASB3",3,"GPR75-ASB3"
"GPT2",3,"GPT2"
"GPX1",3,"GPX1"
"GRAP2",3,"GRAP2"
"GRB14",3,"GRB14"
"GRB7",3,"GRB7"
"GRIN3B",3,"GRIN3B"
"GRK5",3,"GRK5"
"GRN",3,"GRN"
"GRPEL1",3,"GRPEL1"
"GRXCR2",3,"GRXCR2"
"GSAP",3,"GSAP"
"GSPT2",3,"GSPT2"
"GTF2A1",3,"GTF2A1"
"GTF2I",3,"GTF2I"
"GTF2IRD2B",3,"GTF2IRD2B"
"GTF3C2",3,"GTF3C2"
"GTPBP1",3,"GTPBP1"
"GTPBP4",3,"GTPBP4"
"GUCA1C",3,"GUCA1C"
"GXYLT1",3,"GXYLT1"
"GZMB",3,"GZMB"
"H1FOO",3,"H1FOO"
"HABP2",3,"HABP2"
"HADHB",3,"HADHB"
"HAL",3,"HAL"
"HAND2",3,"HAND2"
"HAS1",3,"HAS1"
"HAUS4",3,"HAUS4"
"HAUS6",3,"HAUS6"
"HBB",3,"HBB"
"HBG2",3,"HBG2"
"HCAR2",3,"HCAR2"
"HEPACAM",3,"HEPACAM"
"HERC3",3,"HERC3"
"HEY2",3,"HEY2"
"HGFAC",3,"HGFAC"
"HHIP",3,"HHIP"
"HINFP",3,"HINFP"
"HIP1R",3,"HIP1R"
"HIST1H1C",3,"HIST1H1C"
"HIST1H1D",3,"HIST1H1D"
"HIST1H2BF",3,"HIST1H2BF"
"HIST1H3C",3,"HIST1H3C"
"HIST1H4E",3,"HIST1H4E"
"HIST1H4I",3,"HIST1H4I"
"HIST3H3",3,"HIST3H3"
"HLF",3,"HLF"
"HLTF",3,"HLTF"
"HMGCR",3,"HMGCR"
"HMGCS1",3,"HMGCS1"
"HNF4G",3,"HNF4G"
"HNRNPA1L2",3,"HNRNPA1L2"
"HNRNPAB",3,"HNRNPAB"
"HNRNPC",3,"HNRNPC"
"HNRNPF",3,"HNRNPF"
"HOMEZ",3,"HOMEZ"
"HOXA11",3,"HOXA11"
"HOXA7",3,"HOXA7"
"HOXB2",3,"HOXB2"
"HOXC11",3,"HOXC11"
"HOXC12",3,"HOXC12"
"HOXD13",3,"HOXD13"
"HPS3",3,"HPS3"
"HPS4",3,"HPS4"
"HPS5",3,"HPS5"
"HRH1",3,"HRH1"
"HS6ST3",3,"HS6ST3"
"HSD17B13",3,"HSD17B13"
"HSD17B4",3,"HSD17B4"
"HSD17B6",3,"HSD17B6"
"HSD3B1",3,"HSD3B1"
"HSPA12B",3,"HSPA12B"
"HSPA4",3,"HSPA4"
"HTR3C",3,"HTR3C"
"HUS1B",3,"HUS1B"
"HYAL3",3,"HYAL3"
"HYAL4",3,"HYAL4"
"HYPM",3,"HYPM"
"HZGJ",3,"HZGJ"
"IBSP",3,"IBSP"
"ICAM5",3,"ICAM5"
"ID3",3,"ID3"
"IDO2",3,"IDO2"
"IFNA16",3,"IFNA16"
"IFNGR1",3,"IFNGR1"
"IFT46",3,"IFT46"
"IGFALS",3,"IGFALS"
"IGFBP2",3,"IGFBP2"
"IGFBP5",3,"IGFBP5"
"IGFL2",3,"IGFL2"
"IGHG3",3,"IGHG3"
"IGHV1-46",3,"IGHV1-46"
"IGHV1-58",3,"IGHV1-58"
"IGHV3-13",3,"IGHV3-13"
"IGHV3-23",3,"IGHV3-23"
"IGHV5-51",3,"IGHV5-51"
"IGKV1D-43",3,"IGKV1D-43"
"IGKV3-11",3,"IGKV3-11"
"IGLV2-11",3,"IGLV2-11"
"IGLV3-22",3,"IGLV3-22"
"IGLV3-32",3,"IGLV3-32"
"IGSF21",3,"IGSF21"
"IGSF9",3,"IGSF9"
"IL15",3,"IL15"
"IL17RD",3,"IL17RD"
"IL22",3,"IL22"
"IL22RA1",3,"IL22RA1"
"IL22RA2",3,"IL22RA2"
"IL23R",3,"IL23R"
"IL36RN",3,"IL36RN"
"IL37",3,"IL37"
"IL6R",3,"IL6R"
"ILF2",3,"ILF2"
"ILF3",3,"ILF3"
"IMMT",3,"IMMT"
"IMPAD1",3,"IMPAD1"
"INCENP",3,"INCENP"
"ING1",3,"ING1"
"INMT",3,"INMT"
"INPP5F",3,"INPP5F"
"INSR",3,"INSR"
"INTS7",3,"INTS7"
"INTS8",3,"INTS8"
"IP6K3",3,"IP6K3"
"IQCJ",3,"IQCJ"
"IQCJ-SCHIP1",3,"IQCJ-SCHIP1"
"IRAK1",3,"IRAK1"
"IRF2BPL",3,"IRF2BPL"
"IRGQ",3,"IRGQ"
"IRX4",3,"IRX4"
"ISL1",3,"ISL1"
"ISOC1",3,"ISOC1"
"ITFG1",3,"ITFG1"
"ITGAV",3,"ITGAV"
"ITGB2",3,"ITGB2"
"ITGB3",3,"ITGB3"
"ITPRIPL1",3,"ITPRIPL1"
"IVNS1ABP",3,"IVNS1ABP"
"IYD",3,"IYD"
"IZUMO1",3,"IZUMO1"
"IZUMO4",3,"IZUMO4"
"JAM2",3,"JAM2"
"JMJD7-PLA2G4B",3,"JMJD7-PLA2G4B"
"JPH3",3,"JPH3"
"KAL1",3,"KAL1"
"KANK1",3,"KANK1"
"KAZALD1",3,"KAZALD1"
"KBTBD7",3,"KBTBD7"
"KCNA2",3,"KCNA2"
"KCNA7",3,"KCNA7"
"KCNAB1",3,"KCNAB1"
"KCNC1",3,"KCNC1"
"KCNG4",3,"KCNG4"
"KCNH4",3,"KCNH4"
"KCNIP1",3,"KCNIP1"
"KCNIP3",3,"KCNIP3"
"KCNJ6",3,"KCNJ6"
"KCNK6",3,"KCNK6"
"KCNV1",3,"KCNV1"
"KDELC2",3,"KDELC2"
"KDF1",3,"KDF1"
"KDM4A",3,"KDM4A"
"KERA",3,"KERA"
"KHDRBS3",3,"KHDRBS3"
"KIAA0020",3,"KIAA0020"
"KIAA0391",3,"KIAA0391"
"KIAA0408",3,"KIAA0408"
"KIAA0895",3,"KIAA0895"
"KIAA0895L",3,"KIAA0895L"
"KIAA1328",3,"KIAA1328"
"KIAA1467",3,"KIAA1467"
"KIAA1644",3,"KIAA1644"
"KIAA1683",3,"KIAA1683"
"KIF11",3,"KIF11"
"KIF15",3,"KIF15"
"KIF23",3,"KIF23"
"KIF27",3,"KIF27"
"KIF2C",3,"KIF2C"
"KIFC2",3,"KIFC2"
"KIZ",3,"KIZ"
"KLC2",3,"KLC2"
"KLF5",3,"KLF5"
"KLF8",3,"KLF8"
"KLHDC8A",3,"KLHDC8A"
"KLHL15",3,"KLHL15"
"KLHL2",3,"KLHL2"
"KLHL20",3,"KLHL20"
"KLHL24",3,"KLHL24"
"KLHL36",3,"KLHL36"
"KLK10",3,"KLK10"
"KPNA1",3,"KPNA1"
"KPNA5",3,"KPNA5"
"KRCC1",3,"KRCC1"
"KRI1",3,"KRI1"
"KRT20",3,"KRT20"
"KRT36",3,"KRT36"
"KRT39",3,"KRT39"
"KRT6C",3,"KRT6C"
"KRT77",3,"KRT77"
"KRT83",3,"KRT83"
"KRT84",3,"KRT84"
"KRT85",3,"KRT85"
"KRTAP10-8",3,"KRTAP10-8"
"KRTAP19-5",3,"KRTAP19-5"
"KRTAP19-6",3,"KRTAP19-6"
"KRTAP20-2",3,"KRTAP20-2"
"KRTAP4-12",3,"KRTAP4-12"
"KRTAP4-4",3,"KRTAP4-4"
"KRTAP6-2",3,"KRTAP6-2"
"KRTAP9-2",3,"KRTAP9-2"
"KRTAP9-8",3,"KRTAP9-8"
"L2HGDH",3,"L2HGDH"
"LANCL3",3,"LANCL3"
"LBP",3,"LBP"
"LCE1D",3,"LCE1D"
"LCE1E",3,"LCE1E"
"LCE2A",3,"LCE2A"
"LCE2B",3,"LCE2B"
"LCE3B",3,"LCE3B"
"LCE3D",3,"LCE3D"
"LCMT1",3,"LCMT1"
"LCTL",3,"LCTL"
"LDHA",3,"LDHA"
"LECT2",3,"LECT2"
"LEF1",3,"LEF1"
"LEFTY1",3,"LEFTY1"
"LELP1",3,"LELP1"
"LETM1",3,"LETM1"
"LGALS12",3,"LGALS12"
"LGALS4",3,"LGALS4"
"LGALS9",3,"LGALS9"
"LGSN",3,"LGSN"
"LHFP",3,"LHFP"
"LIM2",3,"LIM2"
"LIN7A",3,"LIN7A"
"LIPE",3,"LIPE"
"LIPF",3,"LIPF"
"LIPG",3,"LIPG"
"LLGL2",3,"LLGL2"
"LMBR1L",3,"LMBR1L"
"LMNB2",3,"LMNB2"
"LMNTD2",3,"LMNTD2"
"LMOD1",3,"LMOD1"
"LMOD3",3,"LMOD3"
"LMTK2",3,"LMTK2"
"LNPEP",3,"LNPEP"
"LNX1",3,"LNX1"
"LONP2",3,"LONP2"
"LOXL2",3,"LOXL2"
"LPAR6",3,"LPAR6"
"LPIN3",3,"LPIN3"
"LPPR3",3,"LPPR3"
"LRFN3",3,"LRFN3"
"LRIF1",3,"LRIF1"
"LRIG1",3,"LRIG1"
"LRIG2",3,"LRIG2"
"LRMP",3,"LRMP"
"LRRC1",3,"LRRC1"
"LRRC17",3,"LRRC17"
"LRRC18",3,"LRRC18"
"LRRC30",3,"LRRC30"
"LRRC37B",3,"LRRC37B"
"LRRC3B",3,"LRRC3B"
"LRRC4",3,"LRRC4"
"LRRC43",3,"LRRC43"
"LRRC45",3,"LRRC45"
"LRRC49",3,"LRRC49"
"LRRC56",3,"LRRC56"
"LRRN1",3,"LRRN1"
"LRRN4",3,"LRRN4"
"LRTM1",3,"LRTM1"
"LSM14A",3,"LSM14A"
"LTB",3,"LTB"
"LUZP4",3,"LUZP4"
"LY75-CD302",3,"LY75-CD302"
"LYPD1",3,"LYPD1"
"LYSMD2",3,"LYSMD2"
"LYZL1",3,"LYZL1"
"MAD1L1",3,"MAD1L1"
"MAD2L1BP",3,"MAD2L1BP"
"MAF",3,"MAF"
"MAG",3,"MAG"
"MAGEA11",3,"MAGEA11"
"MAGEA3",3,"MAGEA3"
"MAGEA8",3,"MAGEA8"
"MAGEF1",3,"MAGEF1"
"MAGEH1",3,"MAGEH1"
"MAGT1",3,"MAGT1"
"MAN2B1",3,"MAN2B1"
"MAP1S",3,"MAP1S"
"MAP2K5",3,"MAP2K5"
"MAP2K6",3,"MAP2K6"
"MAP3K13",3,"MAP3K13"
"MAP7D1",3,"MAP7D1"
"MAP7D2",3,"MAP7D2"
"MAP9",3,"MAP9"
"MAPKAP1",3,"MAPKAP1"
"MAPKBP1",3,"MAPKBP1"
"MARC2",3,"MARC2"
"MARCH3",3,"MARCH3"
"MARK4",3,"MARK4"
"MARVELD2",3,"MARVELD2"
"MASTL",3,"MASTL"
"MATK",3,"MATK"
"MATN2",3,"MATN2"
"MATR3",3,"MATR3"
"MAU2",3,"MAU2"
"MAZ",3,"MAZ"
"MBD3L1",3,"MBD3L1"
"MBL2",3,"MBL2"
"MBOAT1",3,"MBOAT1"
"MBOAT2",3,"MBOAT2"
"MCM9",3,"MCM9"
"MCRS1",3,"MCRS1"
"MECP2",3,"MECP2"
"MED17",3,"MED17"
"MEIS3",3,"MEIS3"
"MELK",3,"MELK"
"MEMO1",3,"MEMO1"
"MEN1",3,"MEN1"
"MESDC1",3,"MESDC1"
"METTL12",3,"METTL12"
"METTL16",3,"METTL16"
"METTL17",3,"METTL17"
"METTL18",3,"METTL18"
"METTL25",3,"METTL25"
"MFHAS1",3,"MFHAS1"
"MFI2",3,"MFI2"
"MFSD10",3,"MFSD10"
"MFSD7",3,"MFSD7"
"MGAT1",3,"MGAT1"
"MGAT4B",3,"MGAT4B"
"MICALL1",3,"MICALL1"
"MKKS",3,"MKKS"
"MLEC",3,"MLEC"
"MLLT3",3,"MLLT3"
"MLXIP",3,"MLXIP"
"MMD",3,"MMD"
"MMD2",3,"MMD2"
"MMEL1",3,"MMEL1"
"MMP10",3,"MMP10"
"MMP15",3,"MMP15"
"MMP24",3,"MMP24"
"MMP28",3,"MMP28"
"MNX1",3,"MNX1"
"MOB1B",3,"MOB1B"
"MOGAT1",3,"MOGAT1"
"MOGAT2",3,"MOGAT2"
"MOGAT3",3,"MOGAT3"
"MORC3",3,"MORC3"
"MORF4L1",3,"MORF4L1"
"MOV10",3,"MOV10"
"MOXD1",3,"MOXD1"
"MPRIP",3,"MPRIP"
"MRGPRX1",3,"MRGPRX1"
"MRGPRX4",3,"MRGPRX4"
"MRM1",3,"MRM1"
"MROH1",3,"MROH1"
"MRPL16",3,"MRPL16"
